customer_id,gender,age,city,signup_date,income,loyalty_segment
CUST00042,Male,56,Mumbai,2022-04-21,970569.0,Regular
CUST00043,Male,35,Mumbai,2021-12-04,616232.0,Regular
CUST00044,Male,21,Mumbai,2021-01-04,,Regular
CUST00045,Male,42,Mumbai,2021-05-28,315042.0,Regular
CUST00046,Male,31,Mumbai,2023-06-30,327922.0,Regular
CUST00047,Male,26,Mumbai,2023-08-11,,Regular
CUST00048,Male,43,Mumbai,2022-07-01,1407269.0,Regular
CUST00049,Male,19,Mumbai,2022-04-22,1261399.0,Regular
CUST00050,Male,37,Mumbai,2021-03-23,,Regular
CUST00051,Male,45,Mumbai,2022-08-23,845970.0,Regular
CUST00052,Male,64,Mumbai,2021-09-06,450476.0,Regular
CUST00053,Male,24,Mumbai,2022-09-13,,Regular
CUST00054,Male,61,Mumbai,2022-12-28,1303549.0,Regular
CUST00055,Male,25,Mumbai,2021-11-22,1335415.0,Regular
CUST00056,Male,64,Mumbai,2022-03-28,,Regular
CUST00057,Male,52,Mumbai,2022-12-15,1212714.0,Regular
CUST00058,Male,31,Mumbai,2021-06-12,716754.0,Regular
CUST00059,Male,34,Mumbai,2022-02-06,,Regular
CUST00060,Male,53,Mumbai,2022-10-06,912261.0,Regular
CUST00061,Male,57,Mumbai,2022-10-22,735807.0,Regular
CUST00062,Male,21,Mumbai,2021-06-16,886475.0,Regular
CUST00063,Male,19,Mumbai,2023-02-09,1183770.0,Regular
CUST00064,Male,23,Mumbai,2022-02-24,201832.0,Regular
CUST00065,Male,59,Mumbai,2021-05-01,1158872.0,Regular
CUST00066,Male,21,Mumbai,2023-05-09,305474.0,Regular
CUST00067,Male,46,Mumbai,2022-09-21,794003.0,Regular
CUST00068,Male,35,Mumbai,2023-08-13,1058267.0,Regular
CUST00069,Male,43,Mumbai,2022-08-05,237570.0,Regular
CUST00070,Male,61,Mumbai,2022-11-21,,Regular
CUST00071,Male,51,Mumbai,2021-12-01,,Regular
CUST00072,Male,27,Mumbai,2021-02-02,1286887.0,Regular
CUST00073,Male,53,Mumbai,2023-06-04,827475.0,Regular
CUST00074,Male,31,Mumbai,2023-09-16,1335455.0,Regular
CUST00075,Male,48,Mumbai,2023-09-15,740027.0,Regular
CUST00076,Male,32,Mumbai,2021-10-04,266202.0,Regular
CUST00077,Male,25,Mumbai,2021-08-01,298580.0,Regular
CUST00078,Male,31,Mumbai,2023-06-28,1328175.0,Regular
CUST00079,Male,40,Mumbai,2023-01-16,889009.0,Regular
CUST00080,Male,57,Mumbai,2022-09-24,955724.0,Regular
CUST00081,Male,38,Mumbai,2023-09-02,1164949.0,Regular
CUST00082,Male,33,Mumbai,2021-12-27,903981.0,Regular
CUST00083,Male,62,Mumbai,2021-06-25,1150430.0,Regular
CUST00084,Male,35,Mumbai,2021-08-14,500141.0,Regular
CUST00085,Male,64,Mumbai,2023-03-09,391012.0,Regular
CUST00086,Male,41,Mumbai,2023-02-01,896084.0,Regular
CUST00087,Male,43,Mumbai,2022-06-29,,Regular
CUST00088,Male,42,Mumbai,2023-03-15,362776.0,Regular
CUST00089,Male,62,Mumbai,2021-06-09,584346.0,Regular
CUST00090,Male,58,Mumbai,2021-09-19,1207227.0,Regular
CUST00091,Male,46,Mumbai,2021-08-15,966230.0,Regular
CUST00092,Male,32,Mumbai,2021-03-22,202526.0,Regular
CUST00093,Male,62,Mumbai,2021-05-06,1142190.0,Regular
CUST00094,Male,18,Mumbai,2021-04-17,470877.0,Regular
CUST00095,Male,42,Mumbai,2021-08-17,512434.0,Regular
CUST00096,Male,24,Mumbai,2021-02-09,534937.0,Regular
CUST00097,Male,26,Mumbai,2023-09-13,236051.0,Regular
CUST00098,Male,41,Mumbai,2022-11-08,215909.0,Regular
CUST00099,Male,18,Mumbai,2023-05-06,,Regular
CUST00100,Male,61,Mumbai,2021-02-04,1325914.0,Regular
CUST00101,Male,25,Mumbai,2022-08-16,803350.0,Regular
CUST00102,Male,41,Mumbai,2022-06-25,1430556.0,Regular
CUST00103,Male,28,Mumbai,2022-01-17,,Regular
CUST00104,Male,34,Mumbai,2023-03-21,573690.0,Regular
CUST00105,Male,25,Mumbai,2022-01-10,1181769.0,Regular
CUST00106,Male,52,Mumbai,2022-06-20,946447.0,Regular
CUST00107,Male,52,Mumbai,2022-12-13,1040592.0,Regular
CUST00108,Male,50,Mumbai,2021-09-28,1011730.0,Regular
CUST00109,Male,22,Mumbai,2022-03-27,431946.0,Regular
CUST00110,Male,59,Mumbai,2022-07-13,877551.0,Regular
CUST00111,Male,56,Mumbai,2021-07-30,,Regular
CUST00112,Male,58,Mumbai,2022-06-24,289407.0,Regular
CUST00113,Male,45,Mumbai,2021-03-31,,Regular
CUST00114,Male,24,Mumbai,2023-04-16,697165.0,Regular
CUST00115,Male,26,Mumbai,2022-10-24,1037529.0,Regular
CUST00116,Male,25,Mumbai,2021-09-09,1147783.0,Regular
CUST00117,Male,29,Mumbai,2022-08-20,,Regular
CUST00118,Male,51,Mumbai,2023-02-28,759486.0,Regular
CUST00119,Male,50,Mumbai,2023-04-24,1473871.0,Regular
CUST00120,Male,40,Mumbai,2022-04-26,1235702.0,Regular
CUST00121,Male,41,Mumbai,2022-10-28,1196196.0,Regular
CUST00122,Male,54,Mumbai,2021-05-30,1178536.0,Regular
CUST00123,Male,52,Mumbai,2022-09-13,1250595.0,Regular
CUST00124,Male,61,Mumbai,2023-05-18,805743.0,Regular
CUST00125,Male,57,Mumbai,2021-03-09,940599.0,Regular
CUST00126,Male,39,Mumbai,2023-04-15,,Regular
CUST00127,Male,44,Mumbai,2023-02-28,1397678.0,Regular
CUST00128,Male,52,Mumbai,2021-09-30,589027.0,Regular
CUST00129,Male,18,Mumbai,2022-08-22,1055877.0,Regular
CUST00130,Male,52,Mumbai,2023-06-13,1059983.0,Regular
CUST00131,Male,54,Mumbai,2022-10-14,,Regular
CUST00132,Male,64,Mumbai,2021-07-25,1046307.0,Regular
CUST00133,Male,31,Mumbai,2022-09-09,378725.0,Regular
CUST00134,Male,20,Mumbai,2023-08-06,741028.0,Regular
CUST00135,Male,18,Mumbai,2021-02-05,1213368.0,Regular
CUST00136,Male,22,Mumbai,2023-02-08,,Regular
CUST00137,Male,43,Mumbai,2023-08-31,743753.0,Regular
CUST00138,Male,31,Mumbai,2021-06-24,644648.0,Regular
CUST00139,Male,56,Mumbai,2021-07-10,734940.0,Regular
CUST00140,Male,44,Mumbai,2022-03-07,658189.0,Regular
CUST00141,Male,26,Mumbai,2021-10-22,509815.0,Regular
CUST00142,Male,32,Mumbai,2023-05-02,1493865.0,Regular
CUST00143,Male,32,Mumbai,2022-11-24,289342.0,Regular
CUST00144,Male,43,Mumbai,2021-07-05,1465777.0,Regular
CUST00145,Male,59,Mumbai,2023-09-06,1435340.0,Regular
CUST00146,Male,30,Mumbai,2023-03-29,258541.0,Regular
CUST00147,Male,49,Mumbai,2021-02-16,209470.0,Regular
CUST00148,Male,56,Mumbai,2022-04-10,1232657.0,Regular
CUST00149,Male,49,Mumbai,2022-10-01,768596.0,Regular
CUST00150,Male,21,Mumbai,2022-04-09,335669.0,Regular
CUST00151,Male,47,Mumbai,2022-07-30,361860.0,Regular
CUST00152,Male,54,Mumbai,2023-04-23,1182524.0,Regular
CUST00153,Male,40,Mumbai,2021-08-20,1298053.0,Regular
CUST00154,Male,56,Mumbai,2022-05-30,832549.0,Regular
CUST00155,Male,62,Mumbai,2023-04-02,826754.0,Regular
CUST00156,Male,32,Mumbai,2023-05-01,495215.0,Regular
CUST00157,Male,60,Mumbai,2023-04-08,663819.0,Regular
CUST00158,Male,46,Mumbai,2023-09-13,,Regular
CUST00159,Male,53,Mumbai,2022-08-27,979680.0,Regular
CUST00160,Male,30,Mumbai,2023-03-01,1415047.0,Regular
CUST00161,Male,49,Mumbai,2021-07-25,714295.0,Regular
CUST00162,Male,24,Mumbai,2022-08-16,1492989.0,Regular
CUST00163,Male,39,Mumbai,2021-01-24,1437087.0,Regular
CUST00164,Male,45,Mumbai,2023-05-30,1477205.0,Regular
CUST00165,Male,19,Mumbai,2023-04-23,986960.0,Regular
CUST00166,Male,59,Mumbai,2022-07-10,1357382.0,Regular
CUST00167,Male,62,Mumbai,2022-10-22,1409962.0,Regular
CUST00168,Male,23,Mumbai,2021-04-18,827267.0,Regular
CUST00169,Male,45,Mumbai,2023-05-24,1135551.0,Regular
CUST00170,Male,45,Mumbai,2021-11-07,1283685.0,Regular
CUST00171,Male,61,Mumbai,2021-05-01,936152.0,Regular
CUST00172,Male,61,Mumbai,2021-02-01,,Regular
CUST00173,Male,37,Mumbai,2022-05-20,706775.0,Regular
CUST00174,Male,47,Mumbai,2022-10-19,,Regular
CUST00175,Male,28,Mumbai,2021-06-10,1315472.0,Regular
CUST00176,Male,45,Mumbai,2021-05-09,1352007.0,Regular
CUST00177,Male,42,Mumbai,2023-05-17,615162.0,Regular
CUST00178,Male,56,Mumbai,2022-07-26,1453914.0,Regular
CUST00179,Male,50,Mumbai,2021-10-25,1008593.0,Regular
CUST00180,Male,18,Mumbai,2022-08-09,227738.0,Regular
CUST00181,Male,44,Mumbai,2022-10-16,257153.0,Regular
CUST00182,Male,30,Mumbai,2022-01-08,261009.0,Regular
CUST00183,Male,58,Mumbai,2021-08-06,1085978.0,Regular
CUST00184,Male,20,Mumbai,2023-04-12,684469.0,Regular
CUST00185,Male,56,Mumbai,2022-01-15,996229.0,Regular
CUST00186,Male,23,Mumbai,2022-05-28,271942.0,Regular
CUST00187,Male,25,Mumbai,2021-01-12,,Regular
CUST00188,Male,44,Mumbai,2022-03-04,646439.0,Regular
CUST00189,Male,26,Mumbai,2022-05-22,882286.0,Regular
CUST00190,Male,54,Mumbai,2022-12-24,884143.0,Regular
CUST00191,Male,50,Mumbai,2021-10-12,,Regular
CUST00192,Male,59,Mumbai,2022-02-24,1416042.0,Regular
CUST00193,Male,61,Mumbai,2021-06-17,920156.0,Regular
CUST00194,Male,41,Mumbai,2023-02-06,490431.0,Regular
CUST00195,Male,32,Mumbai,2021-03-29,1330680.0,Regular
CUST00196,Male,49,Mumbai,2023-05-15,432321.0,Regular
CUST00197,Male,49,Mumbai,2021-10-08,337837.0,Regular
CUST00198,Male,41,Mumbai,2021-04-28,644842.0,Regular
CUST00199,Male,58,Mumbai,2022-07-12,944067.0,Regular
CUST00200,Male,29,Mumbai,2023-08-23,341879.0,Regular
CUST00201,Male,56,Mumbai,2023-08-16,210204.0,Regular
CUST00202,Male,19,Mumbai,2023-05-06,913304.0,Regular
CUST00203,Male,20,Mumbai,2022-06-20,302903.0,Regular
CUST00204,Male,54,Mumbai,2023-08-11,,Regular
CUST00205,Male,34,Mumbai,2022-12-07,1023513.0,Regular
CUST00206,Male,19,Mumbai,2022-05-01,,Regular
CUST00207,Male,19,Mumbai,2023-05-14,,Regular
CUST00208,Male,45,Mumbai,2023-09-12,774592.0,Regular
CUST00209,Male,40,Mumbai,2023-06-20,1228341.0,Regular
CUST00210,Male,54,Mumbai,2021-04-11,536239.0,Regular
CUST00211,Male,49,Mumbai,2022-06-25,1340170.0,Regular
CUST00212,Male,50,Mumbai,2021-07-13,,Regular
CUST00213,Male,18,Mumbai,2021-04-17,1025177.0,Regular
CUST00214,Male,36,Mumbai,2022-12-15,702939.0,Regular
CUST00215,Male,19,Mumbai,2022-06-18,,Regular
CUST00216,Male,61,Mumbai,2021-08-24,341753.0,Regular
CUST00217,Male,43,Mumbai,2021-10-07,338056.0,Regular
CUST00218,Male,49,Mumbai,2022-07-21,358651.0,Regular
CUST00219,Male,23,Mumbai,2021-02-09,434347.0,Regular
CUST00220,Male,49,Mumbai,2022-11-25,,Regular
CUST00221,Male,21,Mumbai,2022-07-25,,Regular
CUST00222,Male,28,Mumbai,2022-12-15,818281.0,Regular
CUST00223,Male,34,Mumbai,2022-11-29,471258.0,Regular
CUST00224,Male,55,Mumbai,2023-03-21,,Regular
CUST00225,Male,41,Mumbai,2021-03-19,939026.0,Regular
CUST00226,Male,22,Mumbai,2021-10-25,,Regular
CUST00227,Male,51,Mumbai,2021-02-28,828375.0,Regular
CUST00228,Male,23,Mumbai,2023-06-17,1192791.0,Regular
CUST00229,Male,39,Mumbai,2023-06-16,,Regular
CUST00230,Male,28,Mumbai,2021-07-11,455035.0,Regular
CUST00231,Male,33,Mumbai,2021-02-08,1407762.0,Regular
CUST00232,Male,50,Mumbai,2022-09-26,546990.0,Regular
CUST00233,Male,26,Mumbai,2023-03-19,1005428.0,Regular
CUST00234,Male,23,Mumbai,2022-03-10,302063.0,Regular
CUST00235,Male,33,Mumbai,2022-09-20,570729.0,Regular
CUST00236,Male,46,Mumbai,2022-07-07,1316014.0,Regular
CUST00237,Male,20,Mumbai,2022-03-27,1344935.0,Regular
CUST00238,Male,37,Mumbai,2022-04-04,623756.0,Regular
CUST00239,Male,53,Mumbai,2023-03-14,854539.0,Regular
CUST00240,Male,36,Mumbai,2022-07-21,,Regular
CUST00241,Male,43,Mumbai,2022-11-16,896203.0,Regular
CUST00242,Male,20,Mumbai,2022-02-07,227690.0,Regular
CUST00243,Male,36,Mumbai,2022-02-12,727282.0,Regular
CUST00244,Male,37,Mumbai,2022-05-01,1352109.0,Regular
CUST00245,Male,49,Mumbai,2022-06-23,1316122.0,Regular
CUST00246,Male,24,Mumbai,2022-12-23,540716.0,Regular
CUST00247,Male,58,Mumbai,2023-06-18,750755.0,Regular
CUST00248,Male,50,Mumbai,2022-08-03,,Regular
CUST00249,Male,57,Mumbai,2023-08-21,855408.0,Regular
CUST00250,Male,56,Mumbai,2023-06-29,368050.0,Regular
CUST00251,Male,35,Mumbai,2022-05-21,713672.0,Regular
CUST00252,Male,57,Mumbai,2022-02-03,,Regular
CUST00253,Male,18,Mumbai,2021-07-18,1079577.0,Regular
CUST00254,Male,28,Mumbai,2022-10-31,904582.0,Regular
CUST00255,Male,45,Mumbai,2023-08-14,,Regular
CUST00256,Male,42,Mumbai,2021-11-11,1076038.0,Regular
CUST00257,Male,40,Mumbai,2021-06-23,1303183.0,Regular
CUST00258,Male,48,Mumbai,2022-12-21,1270572.0,Regular
CUST00259,Male,47,Mumbai,2022-01-05,1172425.0,Regular
CUST00260,Male,59,Mumbai,2021-10-05,1332273.0,Regular
CUST00261,Male,52,Mumbai,2022-06-25,1026580.0,Regular
CUST00262,Male,24,Mumbai,2023-09-02,552868.0,Regular
CUST00263,Male,33,Mumbai,2021-09-12,439190.0,Regular
CUST00264,Male,43,Mumbai,2023-04-15,208888.0,Regular
CUST00265,Male,19,Mumbai,2023-01-14,635413.0,Regular
CUST00266,Male,18,Mumbai,2021-03-24,,Regular
CUST00267,Male,29,Mumbai,2023-03-08,1470008.0,Regular
CUST00268,Male,22,Mumbai,2021-05-19,561085.0,Regular
CUST00269,Male,54,Mumbai,2022-10-18,479477.0,Regular
CUST00270,Male,49,Mumbai,2021-08-20,701616.0,Regular
CUST00271,Male,26,Mumbai,2022-02-22,,Regular
CUST00272,Male,58,Mumbai,2023-06-22,,Regular
CUST00273,Male,52,Mumbai,2022-11-28,853974.0,Regular
CUST00274,Male,36,Mumbai,2023-05-30,667119.0,Regular
CUST00275,Male,33,Mumbai,2023-01-04,1183762.0,Regular
CUST00276,Male,20,Mumbai,2023-02-15,973890.0,Regular
CUST00277,Male,37,Mumbai,2021-11-03,449434.0,Regular
CUST00278,Male,41,Mumbai,2021-07-22,1089602.0,Regular
CUST00279,Male,50,Mumbai,2021-10-15,1429502.0,Regular
CUST00280,Male,41,Mumbai,2021-11-27,791952.0,Regular
CUST00281,Male,28,Mumbai,2022-06-17,700638.0,Regular
CUST00282,Male,25,Mumbai,2023-01-02,810441.0,Regular
CUST00283,Male,53,Mumbai,2021-10-29,1150128.0,Regular
CUST00284,Male,55,Mumbai,2022-07-27,771284.0,Regular
CUST00285,Male,57,Mumbai,2022-07-31,509091.0,Regular
CUST00286,Male,37,Mumbai,2021-10-27,621172.0,Regular
CUST00287,Male,52,Mumbai,2021-10-06,651813.0,Regular
CUST00288,Male,42,Mumbai,2023-02-22,852632.0,Regular
CUST00289,Male,52,Mumbai,2023-01-10,429685.0,Regular
CUST00290,Male,42,Mumbai,2021-02-19,527608.0,Regular
CUST00291,Male,46,Mumbai,2023-01-06,335024.0,Regular
CUST00292,Male,35,Mumbai,2021-12-13,1174384.0,Regular
CUST00293,Male,63,Mumbai,2022-03-25,383273.0,Regular
CUST00294,Male,35,Mumbai,2022-10-24,,Regular
CUST00295,Male,19,Mumbai,2021-03-23,324444.0,Regular
CUST00296,Male,52,Mumbai,2023-02-14,574319.0,Regular
CUST00297,Male,33,Mumbai,2023-03-31,504604.0,Regular
CUST00298,Male,58,Mumbai,2022-12-12,1402444.0,Regular
CUST00299,Male,53,Mumbai,2021-11-13,362818.0,Regular
CUST00300,Male,50,Mumbai,2021-04-24,680001.0,Regular
CUST00301,Male,21,Mumbai,2021-04-29,1248591.0,Regular
CUST00302,Male,50,Mumbai,2022-09-21,1405605.0,Regular
CUST00303,Male,31,Mumbai,2021-09-30,805829.0,Regular
CUST00304,Male,38,Mumbai,2021-09-24,362948.0,Regular
CUST00305,Male,37,Mumbai,2023-03-27,916087.0,Regular
CUST00306,Male,25,Mumbai,2023-05-18,1295622.0,Regular
CUST00307,Male,24,Mumbai,2022-07-11,1258335.0,Regular
CUST00308,Male,20,Mumbai,2022-08-21,1428080.0,Regular
CUST00309,Male,34,Mumbai,2021-04-07,482648.0,Regular
CUST00310,Male,50,Mumbai,2023-05-09,470651.0,Regular
CUST00311,Male,29,Mumbai,2023-03-02,1269626.0,Regular
CUST00312,Male,39,Mumbai,2022-03-24,598036.0,Regular
CUST00313,Male,39,Mumbai,2022-11-02,686383.0,Regular
CUST00314,Male,63,Mumbai,2021-11-05,1348729.0,Regular
CUST00315,Male,47,Mumbai,2023-02-05,431329.0,Regular
CUST00316,Male,55,Mumbai,2021-05-05,776209.0,Regular
CUST00317,Male,55,Mumbai,2021-01-26,,Regular
CUST00318,Male,62,Mumbai,2022-11-04,337912.0,Regular
CUST00319,Male,25,Mumbai,2022-10-28,,Regular
CUST00320,Male,44,Mumbai,2021-04-21,755728.0,Regular
CUST00321,Male,44,Mumbai,2021-01-01,838803.0,Regular
CUST00322,Male,51,Mumbai,2023-01-25,528443.0,Regular
CUST00323,Male,38,Mumbai,2022-12-09,1209589.0,Regular
CUST00324,Male,47,Mumbai,2022-05-23,1287599.0,Regular
CUST00325,Male,50,Mumbai,2021-11-26,1429677.0,Regular
CUST00326,Male,45,Mumbai,2021-03-18,502085.0,Regular
CUST00327,Male,64,Mumbai,2021-07-27,,Regular
CUST00328,Male,50,Mumbai,2022-09-26,,Regular
CUST00329,Male,22,Mumbai,2022-01-20,276054.0,Regular
CUST00330,Male,36,Mumbai,2021-12-10,701772.0,Regular
CUST00331,Male,21,Mumbai,2023-06-02,786030.0,Regular
CUST00332,Male,52,Mumbai,2022-12-21,1241963.0,Regular
CUST00333,Male,34,Mumbai,2023-02-17,769503.0,Regular
CUST00334,Male,61,Mumbai,2021-04-23,1242585.0,Regular
CUST00335,Male,45,Mumbai,2021-10-20,359245.0,Regular
CUST00336,Male,47,Mumbai,2022-06-22,1046200.0,Regular
CUST00337,Male,46,Mumbai,2023-03-31,1490019.0,Regular
CUST00338,Male,63,Mumbai,2022-11-09,1352167.0,Regular
CUST00339,Male,23,Mumbai,2022-12-05,1497621.0,Regular
CUST00340,Male,52,Mumbai,2021-06-13,262583.0,Regular
CUST00341,Male,58,Mumbai,2022-09-16,455931.0,Regular
CUST00342,Male,54,Mumbai,2023-07-04,1408572.0,Regular
CUST00343,Male,41,Mumbai,2023-07-14,964948.0,Regular
CUST00344,Male,46,Mumbai,2022-07-23,1024026.0,Regular
CUST00345,Male,63,Mumbai,2021-07-01,465808.0,Regular
CUST00346,Male,48,Mumbai,2021-12-23,921393.0,Regular
CUST00347,Male,52,Mumbai,2022-10-10,,Regular
CUST00348,Male,50,Mumbai,2021-04-20,,Regular
CUST00349,Male,38,Mumbai,2021-05-06,852692.0,Regular
CUST00350,Male,49,Mumbai,2023-07-23,1450240.0,Regular
CUST00351,Male,40,Mumbai,2021-12-28,,Regular
CUST00352,Male,50,Mumbai,2022-10-16,741529.0,Regular
CUST00353,Male,20,Mumbai,2021-04-19,1032643.0,Regular
CUST00354,Male,35,Mumbai,2022-05-04,405320.0,Regular
CUST00355,Male,42,Mumbai,2023-01-04,1191261.0,Regular
CUST00356,Male,59,Mumbai,2023-02-15,231346.0,Regular
CUST00357,Male,48,Mumbai,2021-02-27,566595.0,Regular
CUST00358,Male,20,Mumbai,2021-10-07,,Regular
CUST00359,Male,57,Mumbai,2023-02-04,,Regular
CUST00360,Male,63,Mumbai,2021-12-11,1022805.0,Regular
CUST00361,Male,41,Mumbai,2022-07-02,,Regular
CUST00362,Male,49,Mumbai,2021-06-10,1250592.0,Regular
CUST00363,Male,64,Mumbai,2023-02-26,1163813.0,Regular
CUST00364,Male,39,Mumbai,2022-08-01,731562.0,Regular
CUST00365,Male,40,Mumbai,2021-07-09,1225743.0,Regular
CUST00366,Male,19,Mumbai,2023-06-15,215748.0,Regular
CUST00367,Male,44,Mumbai,2021-05-11,1069440.0,Regular
CUST00368,Male,59,Mumbai,2021-12-18,853576.0,Regular
CUST00369,Male,19,Mumbai,2021-03-20,,Regular
CUST00370,Male,43,Mumbai,2022-07-04,1449657.0,Regular
CUST00371,Male,34,Mumbai,2021-01-29,616706.0,Regular
CUST00372,Male,57,Mumbai,2021-08-28,1092055.0,Regular
CUST00373,Male,50,Mumbai,2021-10-31,372507.0,Regular
CUST00374,Male,26,Mumbai,2022-04-24,,Regular
CUST00375,Male,60,Mumbai,2023-04-06,,Regular
CUST00376,Male,56,Mumbai,2021-01-12,1137302.0,Regular
CUST00377,Male,46,Mumbai,2022-02-21,1317648.0,Regular
CUST00378,Male,59,Mumbai,2022-11-03,1315885.0,Regular
CUST00379,Male,43,Mumbai,2022-01-26,1409542.0,Regular
CUST00380,Male,52,Mumbai,2023-08-04,,Regular
CUST00381,Male,42,Mumbai,2021-06-26,385639.0,Regular
CUST00382,Male,41,Mumbai,2022-04-18,910419.0,Regular
CUST00383,Male,30,Mumbai,2022-04-20,618810.0,Regular
CUST00384,Male,24,Mumbai,2021-03-29,504893.0,Regular
CUST00385,Male,53,Mumbai,2022-05-19,1060966.0,Regular
CUST00386,Male,62,Mumbai,2021-07-17,469284.0,Regular
CUST00387,Male,37,Mumbai,2021-06-07,962449.0,Regular
CUST00388,Male,18,Mumbai,2021-02-19,1075247.0,Regular
CUST00389,Male,25,Mumbai,2022-02-11,399888.0,Regular
CUST00390,Male,63,Mumbai,2021-08-10,366052.0,Regular
CUST00391,Male,33,Mumbai,2023-04-27,,Regular
CUST00392,Male,31,Mumbai,2023-06-28,1256654.0,Regular
CUST00393,Male,29,Mumbai,2021-06-14,815942.0,Regular
CUST00394,Male,40,Mumbai,2022-12-15,329101.0,Regular
CUST00395,Male,32,Mumbai,2021-07-28,682737.0,Regular
CUST00396,Male,45,Mumbai,2021-04-27,741285.0,Regular
CUST00397,Male,51,Mumbai,2023-01-28,,Regular
CUST00398,Male,19,Mumbai,2021-06-16,856228.0,Regular
CUST00399,Male,49,Mumbai,2021-03-16,708715.0,Regular
CUST00400,Male,40,Mumbai,2022-05-28,619614.0,Regular
CUST00401,Male,39,Mumbai,2022-12-08,412650.0,Regular
CUST00402,Male,42,Mumbai,2022-09-23,559500.0,Regular
CUST00403,Male,39,Mumbai,2021-06-27,,Regular
CUST00404,Male,39,Mumbai,2021-06-14,,Regular
CUST00405,Male,59,Mumbai,2021-06-14,1283088.0,Regular
CUST00406,Male,23,Mumbai,2022-03-23,1218064.0,Regular
CUST00407,Male,32,Mumbai,2021-10-26,425226.0,Regular
CUST00408,Male,60,Mumbai,2021-09-24,,Regular
CUST00409,Male,54,Mumbai,2022-04-09,1044297.0,Regular
CUST00410,Male,50,Mumbai,2022-08-06,1141084.0,Regular
CUST00411,Male,25,Mumbai,2021-11-06,664175.0,Regular
CUST00412,Male,61,Mumbai,2022-09-19,,Regular
CUST00413,Male,61,Mumbai,2022-09-13,,Regular
CUST00414,Male,22,Mumbai,2021-09-17,897845.0,Regular
CUST00415,Male,56,Mumbai,2021-10-09,1365939.0,Regular
CUST00416,Male,21,Mumbai,2022-12-29,512809.0,Regular
CUST00417,Male,23,Mumbai,2022-07-09,,Regular
CUST00418,Male,62,Mumbai,2022-11-20,1400686.0,Regular
CUST00419,Male,49,Mumbai,2023-03-19,817830.0,Regular
CUST00420,Male,47,Mumbai,2022-10-03,1087743.0,Regular
CUST00421,Male,64,Mumbai,2022-01-21,366964.0,Regular
CUST00422,Male,52,Mumbai,2023-01-12,594969.0,Regular
CUST00423,Male,57,Mumbai,2022-04-03,,Regular
CUST00424,Male,33,Mumbai,2021-09-20,873356.0,Regular
CUST00425,Male,30,Mumbai,2023-07-13,1055243.0,Regular
CUST00426,Male,59,Mumbai,2022-04-21,1162715.0,Regular
